frame,cpu_ms,gpu_ms
974,0.5272,1.0625
975,0.5137,0.8723
976,0.5436,0.8585
977,0.7155,0.8609
978,0.5387,0.8317
979,0.5262,0.8544
980,0.5255,0.8561
981,0.4833,0.8615
982,0.5413,0.8691
983,0.5135,0.8660
984,0.5379,0.8492
985,0.5254,0.8574
986,0.5849,0.8455
987,0.4393,0.8401
988,0.5250,0.8496
989,0.5092,0.8523
990,0.5132,0.8569
991,0.5367,0.8564
992,0.5197,0.9905
993,0.5232,1.1029
994,0.5327,0.8433
995,0.6568,0.8537
996,0.6670,0.8671
997,0.4985,0.8590
998,0.5380,0.8530
999,0.5434,0.8544
1000,0.5215,0.8590
1001,0.5255,0.8651
1002,0.5267,0.8600
1003,0.5458,0.8657
1004,0.5879,0.8595
1005,0.4505,1.0572
1006,0.5403,1.1368
1007,0.5024,0.8441
1008,0.7266,0.8389
1009,0.6463,0.8520
1010,0.5061,0.8679
1011,0.5258,0.8713
1012,0.5427,0.8484
1013,0.5305,0.8720
1014,0.5280,0.8775
1015,0.5137,0.8445
1016,0.5643,0.8452
1017,0.5200,0.8670
1018,0.4992,0.8658
1019,0.5256,0.8628
1020,0.5354,0.8763
1021,0.5377,0.8694
1022,0.5216,0.8648
1023,0.5492,0.9845
1024,0.5143,1.1296
1025,0.5287,0.8680
1026,0.6395,0.8559
1027,0.7475,0.8529
1028,0.4765,0.8504
1029,0.5573,0.8588
1030,0.5116,0.8494
1031,0.5234,0.8625
1032,0.5314,0.8524
1033,0.5155,0.8476
1034,0.5406,0.8462
1035,0.5107,0.8440
1036,0.5258,0.9720
1037,0.5200,1.0863
1038,0.5220,0.8612
1039,0.6486,0.8630
1040,0.6704,0.8339
1041,0.5450,0.8423
1042,0.5303,0.8590
1043,0.4905,0.8600
1044,0.5375,0.8425
1045,0.5370,0.8468
1046,0.5260,0.8591
1047,0.5242,0.8559
1048,0.5338,0.8520
1049,0.5371,1.0593
1050,0.5273,1.1275
1051,0.5221,0.8408
1052,0.7466,0.8375
1053,0.6163,0.8362
1054,0.5229,0.8365
1055,0.5194,0.8418
1056,0.5264,0.8459
1057,0.5298,0.8365
1058,0.5328,0.9205
1059,0.5292,0.8611
1060,0.5141,0.8366
1061,0.6014,0.8516
1062,0.4688,0.8476
1063,0.5344,0.8627
1064,0.5484,0.8499
1065,0.5044,0.8452
1066,0.5288,1.0516
1067,0.5231,0.8478
1068,0.5186,0.8368
1069,0.8122,0.8360
1070,0.4438,0.8419
1071,0.5186,0.8620
1072,0.5184,0.8720
1073,0.5305,0.8525
1074,0.5905,0.8495
1075,0.4850,0.8330
1076,0.5069,0.8506
1077,0.5303,0.8464
1078,0.5328,0.8789
1079,0.5080,1.0602
1080,0.5180,0.8517
1081,0.5898,0.8550
1082,0.7008,0.8503
1083,0.5085,0.8472
1084,0.5326,0.8408
1085,0.5242,0.8428
1086,0.5267,0.8545
1087,0.5228,0.8579
1088,0.5310,0.8717
1089,0.5370,0.8668
1090,0.5402,0.8452
1091,0.5455,0.8434
1092,0.5046,0.8610
1093,0.5085,0.8450
1094,0.5406,0.8491
1095,0.5381,0.8406
1096,0.5150,0.8568
1097,0.5265,0.8588
1098,0.5199,0.8485
1099,0.5465,0.8563
1100,0.5264,0.8539
1101,0.5170,0.8319
1102,0.5270,0.9750
1103,0.5176,1.1109
1104,0.5144,0.8651
1105,0.6666,0.8421
1106,0.6971,0.8381
1107,0.5150,0.8458
1108,0.5194,0.8660
1109,0.5267,0.8492
1110,0.5298,1.0590
1111,0.5478,1.0709
1112,0.5065,0.8688
1113,0.7365,0.8501
1114,0.5378,0.8600
1115,0.5482,0.8489
1116,0.5188,0.8456
1117,0.5304,0.8475
1118,0.5212,0.8481
1119,0.5150,0.8510
1120,0.5310,0.8578
1121,0.5310,0.8668
1122,0.5288,0.8464
1123,0.5289,0.8714
1124,0.5787,0.8520
1125,0.4710,0.8573
1126,0.5480,0.8392
1127,0.5108,1.0715
1128,0.5460,0.8629
1129,0.5002,0.8371
1130,0.7430,0.8475
1131,0.5260,0.8420
1132,0.5104,0.8488
1133,0.5301,0.8501
1134,0.5114,0.8511
1135,0.5346,0.8571
1136,0.5303,0.8575
1137,0.5147,0.8514
1138,0.5114,0.8444
1139,0.5177,0.8506
1140,0.5265,0.8516
1141,0.5193,0.8523
1142,0.5219,1.0612
1143,0.5262,0.8567
1144,0.5195,0.8546
1145,0.7353,0.8499
1146,0.5234,0.8475
